;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity
31.03.2015;58010;35756;20891;21729;5958,9;3409;11793;22149;7578;17374;12702;16930;114826;12461;19590;6629;7460;25954;8360;30438;9425;13320;31984;12781;10711;#N/A N/A;12137;59228;26573;10864;18278;2640;2597;6594;1385,5;2281;5110;2019;1730;5346;1702;3025;5680;3106;2792;;1047;;2726;662;1436;2182;7960;2615;2296;#N/A N/A;2925;3863;1276;3037;13569;1413;1579;4985;811,5;1550;2844;1336;1199;4320;1245;2153;3341;2108;2328;833;791;5914;1525;2567;953;1426;4219;1992;1557;#N/A N/A;2437;4940;2042;2376;13605,4;1411,05;1518,3;4957,52;891,45;1551,95;2921,55;1344,4;1199;4163,74;1183,73;2679,2;3341;2072,25;3162,4;833;791;5939;1514;2081,1;1278;1342,55;4219;2039,45;2255;#N/A N/A;2293,9029;4940;2104,4;2441,25;18278;2637;2604;6784;1508,5;2284;4201;2035;1730;5045,5231;1617;3547;5680;3106;3871;1230;1047;8911;2316;-92,5385;1950;2149;7960;2720;2622;#N/A N/A;2865;3863;1461;3164;20757;3018;3051;8109;1771,6;2406;5329;2478;2069;6241;2455;3811;7999;3690;3760;;1199;;2977;5073;3073;2640;11949;4714;2769;#N/A N/A;3500;8163;1783;4297
30.06.2015;49605;36263;24829;22180;6497,7;3518;10556;24543;7686;17787;12317;16553;120229;13101;20813;6710;7779;25642;8698;34864;9785;14690;32224;13195;12156;#N/A N/A;12843;65395;28795;11853;14083;2895;3647;-2053;1849,3;2262;3213;1683;1840;4917;1333;812;6069;3762;3911;;998;;2644;-2165;1546;2415;7821;2896;2535;#N/A N/A;2881;4286;1401;3595;10677;1585;2234;-3195;1202,4;1697;1048;1110;1300;4516;802;521;3475;2483;3449;812;865;6290;1473;571;687;1542;4231;2706;3108;#N/A N/A;2319;4190;1302;2627;10678,95;1540,8;2208,22;3977,85;1231,65;1568;2074,382;1683,05;1300;3934,6;856,963;1593,65;3475;2483;3650;812;865;5965,15;1442;1592,2;1167,85;1485;4231;2802,85;2728;#N/A N/A;2552,7691;4190;1365,6934;2931,25;14083;2827;3739;6387;1894,3;2262;2991;2575;1840;4110;1419;2613;6069;3762;4119;1158;998;8668;2230;-580,0769;2140;2454;7821;3145;3254;#N/A N/A;3156;4286;1475;3967;17167;3274;4108;-560;2241,5;2392;3478;2136;2184;5806;2094;1620;8408;4337;4872;;1151;;2907;4793;3154;2872;11801;5087;3023;#N/A N/A;3524;8737;1839;4796
30.09.2015;51501;41489;21819;20910;6615,1;3571;8138;25849;7712;17102;10962;16527;117408;13512;19280;6798;8414;24595;8592;30967;10073;13788;33158;14465;11427;#N/A N/A;12682;59866;28522;12087;14623;3018;2981;6316;2030,3;2283;3323;2580;1876;4633;925;3768;5714;3095;3418;;1418;;2337;1236;2227;2302;7535;4192;2379;#N/A N/A;3079;4162;836;3358;11124;1597;1725;5069;1309,2;1512;1426;1704;1296;3358;559;2601;3304;1609;2950;928;1179;6804;1266;2037;1826;1362;4038;3109;1449;#N/A N/A;2430;4240;26;2130;11159,1;1578,8;1738;5069;1313,425;1519,15;1482,75;1734,15;1296;3780,9;623,856;2992,75;3204;2075,45;3460,15;932;1179;7145,55;1234;2129,9;1792,0444;1479;4251;3013,5063;2234;#N/A N/A;2617,2405;4240;309,5996;3185,7;14623;2990;3001;6316;2036,8;2294;2281;2631;1876;5158;1023;4306;5560,1538;3148;4181;1386;1418;8077;1938;1405;2406;2375;7877;4206;2705;#N/A N/A;3316;4162;1331;4125;17742;3470;3450;7777;2418;2402;3545;3017;2231;5562;1683;4499;8079;3698;4354;;1572;;2603;5504;3797;2788;11544;6467;2861;#N/A N/A;3586;8704;1314;4630
31.12.2015;75872;43599;20980;25253;6341,3;3565;8721;23573;7298;17811;11030;16915;129667;15244;22059;6678;7686;25147;8791;26297;10215;14300;34254;14914;10000;#N/A N/A;11927;52321;29033;14047;24171;2468;2549;7489;1880,4;2396;2520;1161;1500;3169;-175;3853;6642;3989;4888;;941;;1854;-3443;1720;392;9744;4299;1518;#N/A N/A;3294;572;1468;1836;18361;1218;1471;5938;1206,2;1941;765;1026;1038;3215;-94;3206;4574;2880;4463;866;785;5434;899;-588;976;3278;5391;3613;1237;#N/A N/A;3147;2780;1110;-172;18052,25;1190,7;1476,85;5938;1254,235;1686;1901,95;1629,85;1126;4048,45;482,477;2935,35;4126,7;2750,91;4613,25;840;785;4908;1199,25;382,3;1794,9294;872,4;3599,8;3596,1;1678;#N/A N/A;2520,1856;2780;1012,6;2048,75;23623;2426;2558;7489;1954,3;2396;3115;2090;1614;3860;718;4032;6642;3738;5053;1336;941;7371;1838;-1970,2308;2228;2128;6892;4291;2006;#N/A N/A;3168;572;1592;3402;27125;2952;3028;9033;2270,1;2516;2805;1645;1897;4202;599;4576;9073;4596;5878;;1101;;2117;1957;3280;854;13783;6445;2045;#N/A N/A;3792;5327;1850;3260
31.03.2016;50557;44527;22762;21517;5903,9;3626;7803;22632;7409;17482;9461;15755;115904;12969;18684;6686;8032;25411;8513;21418;9312;13357;32171;13702;10282;#N/A N/A;12000;42290;30184;13005;13987;2960;3077;6277;1780,3;2434;3041;1788;1788;5452;494;3318;5275;3363;1216;;1123;;2609;-2194;1672;1945;7942;2568;2141;#N/A N/A;2984;205;1860;3891;10516;1611;1803;4305;1124,8;1707;1135;1219;1275;4457;271;2750;3079;2143;2014;691;950;5520;1426;-725;1125;1183;4310;2046;1483;#N/A N/A;2349;1810;930;3038;10565,4;1588,25;1803;4305;1125,58;1626,65;1250,05;1441,3;1177,1;4655;394,417;2590,9;3079;2241,58;2900,3;679;950;5016,1;1370;-509,85;1582,5997;1214;4324;2113,2385;1992;#N/A N/A;2405,0074;1810;784,15;3644,45;13987;2925;3077;6277;1781,5;2435;1653;2130;1762;5540;655;3817;5275;3363;2495;1017;1123;7532;2141;-1898,7692;2184;2007;7965;2668;2447;#N/A N/A;3003;205;1951;4342;16464;3462;3563;7984;2164;2555;3280;2231;2144;6343;1234;4103;7663;4575;2240;;1290;;2870;2209;3233;2411;11959;4583;2599;#N/A N/A;3525;4970;2302;5316
30.06.2016;42358;46485;26472;23474;6265;3630;9708;24755;7662;18482;10342;16102;120854;14277;20238;6785;8244;26846;8671;26060;9844;14874;30532;13533;11539;#N/A N/A;12638;50925;29498;13147;10105;3203;4103;5996;1857,9;428;4239;-419;1866;5677;785;2502;6165;4145;2888;;1020;;3452;-3429;1523;2337;4554;1318;2859;#N/A N/A;3303;1137;1530;3477;7796;1754;2441;5227;1092,9;412;1822;-234;1291;3997;550;1951;3773;2597;2504;664;846;6200;2015;-1470;1205;1379;702;1330;3448;#N/A N/A;2813;1700;1103;2047;7783;1730,6;2348,7;6122;1267,14;1726;1715,9;1840,749;1239,8;4610;644,176;1968,7;3336,34;2639;2646,2;674;846;5318,5;1453;1041,4;1881,7046;1338;3853;2157,7971;2565;#N/A N/A;2828,6655;1700;1168,95;3797,75;10105;3167;4105;7106;2086,3;2457;2589;2607;1878;6306;924;2451;5630;4145;3084;961;1020;8710;2157;437,6923;2304;2453;8919;2732;3050;#N/A N/A;3458;1137;1618;5126;12631;3714;4595;7906;2241,2;548;4484;28;2232;6577;1539;3341;8682;4771;3991;;1188;;3727;3292;3073;2831;8536;3235;3304;#N/A N/A;3907;5958;1977;4864
30.09.2016;46852;46293;23154;21928;6424,1;4261;9943;23898;7709;17820;9160;16518;118179;13142;19226;6961;9061;27140;8204;27387;10536;14354;30937;15778;10633;#N/A N/A;12352;51330;28636;13045;11761;3580;3320;6715;2137,3;2625;4643;2282;1904;5384;481;3771;5119;2861;2884;;1226;;2165;192;2909;2251;6540;4462;2271;#N/A N/A;2877;1422;1106;3021;9014;1968;1969;5667;1275,4;1931;2094;2279;1329;4272;283;2714;3034;1771;2853;716;1249;6286;1142;1283;2184;1480;3620;3378;1046;#N/A N/A;2322;2650;1030;1355;8986,7;1968;1983,95;5403,75;1377,124;1915,65;2129,9;1663,754;1306,35;4334,85;501,152;2793,25;3034;1780;2925,05;725;1249;5765,85;1140;1002,1;2397,4986;1463,1811;4122;3663,2978;2150;#N/A N/A;2698,0794;2650;1270,65;2793,45;11761;3580;3343;6715;2264,9;2736;2914;2294;1923;5348;805;3784;5119;2861;2983;1013;1226;8868;1779;-243,1538;3182;2380;7337;4834;2482;#N/A N/A;3341;1422;1406;3703;14309;4095;3816;8531;2507,9;2766;4890;2756;2272;6292;2736;4499;7588;3550;4011;;1399;;2439;4322;4084;2747;10482;6390;2691;#N/A N/A;3476;6027;1553;4417
30.12.2016;78351;47535;22207;25826;6028,9;4461;10258;22211;7329;18106;9574;16856;130936;14784;21770;7193;8180;26089;8435;28445;10115;14659;32340;16374;9409;#N/A N/A;11580;56399;28501;13627;23359;3187;2927;7905;1969;3100;5485;2876;1469;4623;-598;3875;6205;3706;4486;;1111;;1574;-785;2205;1639;8023;4526;1355;#N/A N/A;2893;-1828;1430;1618;17891;1684;1744;6267;1193,4;2070;2347;1770;1155;3814;-1171;7875;3757;2479;4501;943;842;6727;825;415;1177;1013;4495;3562;550;#N/A N/A;2348;1680;1054;775;17911,15;1639,15;1726,45;5813,3;1183,26;2079,75;2248,55;1873,973;1070,6;4152;406,75;2848,85;4003,16;2479;4700,3;912;842;6399,5;832;423,3;1935,3142;1262,2997;3510;3696,5332;1593;#N/A N/A;2499,7477;3815;1044,5047;2570,85;23359;3118;2900;7905;1953,4;3115;3544;3214;1353;4728;1377;3896;6583,7077;3706;4828;1357;1111;8909;1211;-736,4615;3193;2160;6434;4726;1979;#N/A N/A;3072;1456,6154;1528;3387;26346;3714;3426;10071;2347,9;3246;5752;3401;1853;5678;181;4582;8911;4393;5613;;1284;;1859;3418;3360;2145;12010;6456;1819;#N/A N/A;3442;6289;1849;3167
31.03.2017;52896;48723;23887;23212;5675,9;4477;10256;21961;7685;17766;9822;15605;117542;13336;18155;6942;8432;27917;9152;29847;9434;13815;29814;14796;9118;10521;11940;56474;29446;12779;14097;3413;3349;6723;2034;2808;4769;2206;1742;5524;380;3360;5237;3750;1433;;1254;;2282;1283;1932;2144;6962;3632;1963;987;3169;3867;1437;4010;11029;2172;2014;5486;1214,8;430;2255;1579;1323;4422;192;2522;3039;2388;1750;617;1141;6448;1251;2682;1551;1386;3450;2964;1182;673;2515;4010;1060;3121;11016;2172;2014;4972,5;1214,475;1946,3;2252,35;1364,65;1304,15;4794;761,472;2461,15;3039;2388;2342,788;616;1141;6116,7;1220;1975,4;2506,2065;1181,35;3885;2985,45;1879;747,1;2638,6733;4010;1321,12;3215,956;14097;3413;3349;6723;2033,5;2810;2678;1881;1713;5562;1132;3342;5237;3750;2262,2123;844;1254;8559;1839;193,9231;3794;1815;7684;3691;2252;1101;3269;3867;1806;4227;16429;3946;3854;9176;2359,3;2939;5026;2674;2180;6436;1090;4025;7788;4426;2532;;1429;;2578;5477;3125;2656;11021;5578;2291;1648;3729;8386;1849;5565
30.06.2017;45408;50053;28108;25605;6049,7;4565;10534;23051;7810;18839;11331;16079;123355;14238;19289;7184;8677;29173;9693;31106;9930;15280;30548;14763;9702;10936;12133;56026;30118;12896;10768;3731;4463;7682;2295,1;3024;4941;2530;2153;5408;1184;2949;5969;3788;2499;;1158;;2478;534;2366;2290;8014;3842;2037;1068;3034;2263;1433;3741;8717;2284;2672;8069;1395,1;2059;1831;1749;1583;3827;802;2215;2899;2366;2331;595;1008;7029;1344;1450;1946;1439;4362;2808;1371;830;2424;3350;1162;3073;8685,8;2284;2672;7146,55;1407,19;2059;1575,1;1535,25;1252,088;4661,75;902,542;2192,3;3261,52;2478;2579,25;538;1008;6565,4;1314;1641,35;2778;1479;3904;6300,6;2991,9;916,45;2690,1974;3350;1280,6459;3487,8769;10768;3731;4463;7988;2313,7;3024;2423;2198;1692;6372;1353;3039;5736,6154;3788;2854;802;1158;9765;1957;827,3846;3458;2350;6999;3511;2979;1201;3267;2263;1633;4155;13122;4287;4973;10025;2634,6;3156;5206;3018;2533;7470;1904;3669;8587;4499;3616;;1343;;2797;5845;3528;2817;12181;5830;2338;1685;3612;6915;1846;5315
29.09.2017;52579;50322;25026;24538;5754,6;4855;11071;24223;8172;19650;11413;16653;123179;12779;19153;7325;9070;29467;9858;32025;10325;15062;31717;16149;9078;11254;12136;59350;30149;13168;13120;4088;3680;7708;3079,4;3212;5657;2630;2008;4717;1509;3648;4764;2629;2810;;1106;;2399;380;-7;2032;6988;5141;2245;1016;2756;3944;1122;3664;10714;2485;2165;6576;1883,7;2140;2128;1810;1429;3764;1059;2853;1749;1747;2726;293;950;6732;1359;1952;-56;1330;3620;4516;1447;445;2394;3970;802;2840;10257,7;2485;2165;6203,55;1424,865;2141,3;2046,7;1606,85;1429;4278,7;1167,018;2813,35;3007,32;1652;2893,15;331;950;6192,45;1327;1628,3;3213,25;1490;3994;3437,6918;2176;659,5;2602,129;3970;1248,6772;3277,05;12480;4088;3680;7708;2373,5;3214;2994;2313;2008;5236;1599;3660;5363,2;2629;3100;354;1106;9449;1831;-117;3555;2311;7608;5264;2443;1346;3113;3944;1753;3955;15604;4666;4198;10595;3435,2;3359;5937;3144;2385;8490;2232;4340;7422;3337;3986;;1285;;2737;5489;1147;2575;11260;7196;2542;1701;3322;8824;1532;5230
29.12.2017;88293;52061;23883;28918;5340,2;4862;10962;24770;7990;20195;12896;17395;136267;15351;22543;7451;8554;28423;10287;34507;10433;15680;33955;17053;8314;11019;11887;65312;30740;13703;26274;3977;3189;8679;2144,2;3327;5946;2978;1789;2840;1387;3919;4467;3793;4658;;910;;2378;419;1730;1798;5461;5435;1510;-2226;3073;2000;1431;2305;20065;3617;1779;-6302;698,7;2522;-1928;3320;523;-10713;-1299;2495;2175;4423;-1054;551;767;4232;-1206;3111;-1046;397;18669;-687;-2752;-1483;-8778;8380;821;12274;19989,6;2366,05;1906;7330,3;1388,95;2536;2262,85;2056,35;1222,6;3851;1265,52;3061,95;3961,8;2837;4612,25;629;767;5539,45;1372;1410,35;2390,45;1274;3514;253,8303;1740;-1441;2800,9259;3732;1059,9181;3002,0432;26274;3894;3189;8679;2129,2;3327;3117;2648;1693;4212;1933;3909;6320,3085;3793;5026;883;910;8047;1798;910,3077;3022;2008;8019;5630;2102;734;3406;3294;1760;3347;29019;4555;3718;11614;2487;3472;6296;3555;2138;8482;2111;4595;7169;4535;5807;;1097;;2746;5154;2897;2356;9917;7575;1844;-1643;3619;7842;1847;3879
29.03.2018;61137;55188;24947;26819;5138,9;5073;13392;23382;8278;20009;12859;16281;122690;14548;19072;7286;8984;32290;10339;35968;10037;15242;31772;16066;8298;12296;12463;65436;33021;12906;15894;4053;3381;8292;2143,1;3336;6731;2875;1007;5728;2108;3209;5154;4037;1397;;1171;;2703;3520;1054;1928;7349;4470;1947;1184;3134;4669;1775;3949;13822;2836;2404;7424;1375,4;2605;2832;2477;602;4367;1665;2511;2134;2937;1679;669;-921;8712;1634;3638;736;1297;4545;4454;1368;940;2691;4650;1349;3561;13850,44;2836;2404;7021,1;1291,739;2605;2771,76;2186,64;1510,04;4639;1713,64;2552,09;3380,14;2783;2673,538;673;1089;8293,3;1600;3774,59;2844;1421;4811;3523,6494;2064;1160,41;2753,4651;4650;1626,4891;3603,5854;15894;4053;3381;8292;2037,2;3336;3463;2526;1880;5883;2177;3314;5154;4037;2538,1367;878;1171;10732;2082;3692,8987;3269;2027;7705;4470;2524;1463;3380;4669;1915;4136;18633;4635;3913;11397;2506;3489;7030;3376;1389;7474;2789;3925;7832;4768;2511;;1356;;3051;7809;2191;2509;11673;6666;2217;1912;3698;9139;2217;5516
29.06.2018;53265;56086;30463;30085;5353,9;5240;13554;24258;8390;20830;14011;16503;128028;15229;20003;7477;9789;32834;10713;40491;10465;16705;32203;16962;9421;12789;12844;71456;34334;13466;12612;4204;4901;10379;2262,3;2885;7194;2710;2401;5521;2167;2587;5750;3924;2978;;1258;;2802;3479;2038;2876;6617;5273;2766;1123;3346;4614;1545;3976;11519;2922;3506;8873;1496,3;2329;2565;2196;1857;3954;1707;1891;-861;2916;2404;524;1137;8316;1623;3409;1707;2048;4120;5006;2316;1333;3803;3950;1342;3872;11357,05;2922;3506;7276,69;1472,679;2792;2464,92;1976,59;1566,984;4751;1797,63;2395,69;3793,68;2806;2804,438;490;1137;7880;1591;3822,78;2854;1580;4971;4982,6564;2634;1026;2865,3874;3950;1329,4956;3578,2119;12376;4204;4901;10379;2232,4;3485;3424;2414;1506;6421;2281;3029;5750;3924;3593,8456;685;1258;10572;2091;4003,7722;3440;2233;7734;4672,1139;2969;1409;3418;4614;1701;4056;15277;4802;5431;13298;2627,3;3037;7529;3217;2781;7238;2853;3337;8404;4668;5208;;1454;;3139;7977;3328;3468;10967;7395;3049;1846;3862;9203;1987;5538
28.09.2018;62900;56556;26302;29084;5369,4;5434;13025;25146;8152;20348;13510;16690;124894;14306;18756;7723;9948;32791;10921;42105;10794;16510;32607;19163;8775;12634;13072;74187;33442;13298;16118;4590;3870;9955;2417,7;3406;7283;2227;2016;4582;2135;3554;4986;3083;3188;;1334;;2895;4157;2493;1838;7675;7349;2614;1098;3805;6862;1462;3764;14125;3188;2867;8824;1637,3;2845;2524;2363;1543;3934;1727;3199;1710;2322;2694;709;1092;8380;1654;4047;1950;1238;4924;6398;1880;1013;3549;6240;1512;4114;14147,91;3188;2867;8632,03;1580,262;2850,53;2560,44;2040,5;1543;4622;1810,916;2561,81;3180,5;2214;2998,38;682;1092;7963,8;1621;5087,31;3178;1800,17;5044;6273,4097;2507;966,26;3261,8736;6240;1278,7116;3769,09;16118;4590;3870;9955;2345,5;3413;3214;1840;2016;5662,1646;2245;3267;5097,6835;3083;3605;863;1334;10709;2118;5474,8481;3759;2192;7834;7277;2789;1429;3612;6862;1760;3900;18872;5201;4411;13202;2792,8;3569;7600;2750;2371;6313;2833;4197;7601;3877;4326;;1512;;3217;9537;3587;2431;12052;9623;2868;1830;4270;11520;1932;5378
31.12.2018;84310;58417;26491;32471;5163;5506;12557;28341;7945;20394;14342;17438;138793;15303;21760;7796;9374;32793;11308;40338;10998;18044;34281;18657;7806;11944;12446;68253;33793;13976;23346;4497;3378;10258;1999,5;3717;7185;4175;1783;4218;1883;3896;6067;3418;4628;;963;;2665;3290;2714;1911;637;6224;1825;720;3211;4694;1361;2312;19965;3040;2344;8420;1415,3;2977;2538;3424;1347;3042;1048;3194;3687;2788;1951;621;847;7066;2010;3730;1827;686;1939;5195;870;891;2822;6000;1123;-394;20002,13;3040;2539,13;8502,74;1487,233;2985,53;2262,64;3186,91;1371,528;4415;1500,452;3198,89;4094,96;2754;4250,53;566;847;6626,78;1479;3686,37;2723,16;1519;6109,57;4706,8792;1920;751;3032,0014;6409;1196,155;-1429,85;23346;4497;3625;10258;2122,2;3724;3224;3896;1863,9494;5802;2471;3972;6067;3418;5034;773;963;8823;1831;3236,7722;3668;2062;7400;6224;2027;1110;3612;5123;1467;6644;26741;5134;3927;13666;2378,5;3876;7562;4758;2154;5953;2584;4546;8798;4150;5740;;1134;;2951;8542;3712;2578;4989;8717;2104;1446;3698;9722;1851;3953
29.03.2019;58015;60308;26381;30571;5024,1;5494;13186;22917;7863;20021;13466;16462;123925;14922;18182;7671;9611;36059;11259;34189;10816;18365;32128;16061;8694;10969;12958;61646;34528;13118;13415;4832;3597;10341;2094;3641;7098;2350;1136;4439;2207;3229;4945;3391;1919;;1248;;2853;3272;3255;2045;7709;4174;2435;465;3513;2491;1434;4414;11561;3467;2513;8809;1328,4;2977;2251;2149;891;3749;1881;2745;3842;5452;1591;796;1101;9179;1550;2649;2915;1346;5032;3974;1678;556;3044;2350;1156;3884;11590,23;3467;2513;8774,24;1323,265;2994,38;2211,23;1946,04;1308;4815;1740,92;2725;3264,8;2392;2058,832;750;1101;8689,01;1695,03;2842,629;3175;1504,3796;4961;3644,1144;2047;664;3039,8124;2350;1393,8086;4168,3412;13415;4832;3597;10341;2087,5;3663;2756;1912;1676;5664;2255;3276;4945;3391;2318,6734;1002;1248;11152;2182,0886;3517,1;3990;2246;7613;4174;2544;1023;3610;2491;1711;4796;16455;5709;4351;13698;2884,5;3801;7583;2941;1583;6274;2912;3940;8295;4951;3749;;1426;;3150;7953;4153;3146;13043;6846;2783;1208;3994;7357;1934;6049
28.06.2019;53809;60595;30839;33717;5409,8;5840;14150;15751;8171;20562;14432;17094;130377;20262;19161;7834;10184;35952;11729;36323;11760;11329;32071;16505;9997;11014;13428;67491;34591;13264;11544;4744;4896;12405;2273,9;3908;7816;-3380;1702;5410;2213;-5192;5583;2751;2147;;1227;;3110;3703;3399;1386;7850;4617;2988;447;3690;3248;1219;4266;10044;3293;3479;13187;1516,9;3101;2421;-2942;1127;5607;1620;-5241;3610;1760;2498;557;989;9652;1761;4305;2670;1900;3944;4179;2607;75;2206;3130;1025;5046;10021,88;3293;3479;10409,07;1556,558;3101,79;2250,14;-3407,24;1405,92;5971;1706,9;2611,68;3638,69;1897,7151;3323,072;573;989;8478,51;1729;3393,69;3392;1140,1461;5084;4217,5443;2742;647;3108,5382;3130;1037,1371;3729,2993;11544;4744;4896;12405;2324,1;3909;3193;-3901;2012;5808;2323;3097;5583;2751;3150,6228;729;1227;11411;2219;2546,443;4266;1653;9394;4801;3090;1075;3807;3248;1238;4419;14477;5645;5657;15782;3070,1;4073;8340;-2770;2157;7165;2860;-4372;8966;4057;3869;;1405;;3396;8570;4454;2036;13193;7218;3400;1328;5587;8249;1741;5883
30.09.2019;64040;60351;27223;33055;5430,6;6137;12774;19980;7991;20729;12758;17798;127991;19100;18028;8013;10660;36234;11866;34779;12397;19496;32894;19190;9507;10764;13159;63422;33954;12680;15625;5014;3947;12686;2409,3;3735;6867;1259;2011;5889;2020;4290;4718;2285;1759;;1543;;3143;3030;2382;2486;8180;6447;2499;394;3579;3326;819;11045;13686;3538;2769;10678;1607,9;3025;1877;1167;1583;1753;1494;3593;3288;1054;1672;396;1367;9080;1755;2580;1901;1148;5194;5990;2593;333;2926;3170;677;7680;13667,04;3538;2769;10723,03;1604,187;3312;1830,13;858,6;1501,38;2014,49;1518,49;3557,42;3315,82;1375;2153,23;375;1367;8613,9;1723;2972,08;3873;1908;5185;5753,6042;2435;1103;3318,9915;3170;1005,314;3314,513;15625;5014;3947;12686;2404,6;4105;2463;935;1899;6151;2051;4318;4934,2911;2285;2169;493;1543;11415;2266;3526,3038;4635;2755;8210;6551;2667;1348;4015;3326;1203;4162;18804;5998;4749;16122;3229,5;3907;8239;1902;2468;7719;2724;5098;8133;3581;3844;;1858;;3443;8075;3306;3647;13428;9173;2940;1267;4153;8574;1345;12699
31.12.2019;91819;60901;25782;36906;5349;6054;13812;17911;8111;20747;13144;18240;141671;20858;21777;8063;10326;36872;12166;34574;11868;19551;34775;20209;9068;10204;12005;63024;34339;12688;25569;5095;3403;13891;2292,6;4016;6178;-2204;1325;4342;1850;4482;5322;2841;4071;;1220;;2787;-10003;2569;1851;6639;6797;2164;-2068;3380;2466;1000;1533;22236;3541;2481;11649;1572,2;3272;1917;-1010;969;4010;1098;3717;4141;2107;3669;873;1115;8520;1693;-6610;2357;1143;5095;6905;2042;-2323;2878;5690;845;-337;22225,73;3541;2481;11521,02;1442,143;3264;2585,1;-1733,82;1251,54;4019;1497,815;3661,31;3956,88;2524,7565;4616,944;860;1115;8280,39;1661;2160,8;2978;1676;6935,65;5978,0917;1981;577;2911,2663;1990;940,823;2322,3843;25569;5095;3403;13891;2234,3;4018;3411;-2584;1673;4429;2383;4488;5884;2986,5696;5268,1316;1145;1220;13586;1986;1302;3370;2378;7010;6212;2256;904;3510;-2217,5443;1133;5736;28754;6053;4195;17572;3110,4;4224;6806;-1531;1867;6238;2549;5247;8831;4362;6117;;1446;;3092;7243;3600;2950;11867;9809;2655;-1223;3938;7783;2292;3010
